T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
850,United States Virgin Islands,2010,Tourism expenditure (millions of US dollars),,,1223,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2016,Tourism expenditure (millions of US dollars),,,1343,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2017,Tourism expenditure (millions of US dollars),,,1202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
850,United States Virgin Islands,2018,Tourism expenditure (millions of US dollars),,,1046,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,1995,Tourist/visitor arrivals (thousands),TF,,2022,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2005,Tourist/visitor arrivals (thousands),TF,,1808,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2010,Tourist/visitor arrivals (thousands),TF,,2353,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2016,Tourist/visitor arrivals (thousands),TF,,3037,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2017,Tourist/visitor arrivals (thousands),TF,,3674,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2018,Tourist/visitor arrivals (thousands),TF,,3469,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,1995,Tourism expenditure (millions of US dollars),,,725,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2005,Tourism expenditure (millions of US dollars),,,699,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2010,Tourism expenditure (millions of US dollars),,,1669,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2016,Tourism expenditure (millions of US dollars),,,2182,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2017,Tourism expenditure (millions of US dollars),,,2660,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
858,Uruguay,2018,Tourism expenditure (millions of US dollars),,,2439,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,1995,Tourist/visitor arrivals (thousands),TF,,92,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2005,Tourist/visitor arrivals (thousands),TF,,242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2010,Tourist/visitor arrivals (thousands),TF,,975,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2016,Tourist/visitor arrivals (thousands),TF,,2027,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2017,Tourist/visitor arrivals (thousands),TF,,2690,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2018,Tourist/visitor arrivals (thousands),TF,,5346,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2005,Tourism expenditure (millions of US dollars),,,28,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2010,Tourism expenditure (millions of US dollars),,,121,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2016,Tourism expenditure (millions of US dollars),,,458,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2017,Tourism expenditure (millions of US dollars),,,689,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
860,Uzbekistan,2018,Tourism expenditure (millions of US dollars),,,1144,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,1995,Tourist/visitor arrivals (thousands),TF,,44,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2005,Tourist/visitor arrivals (thousands),TF,,62,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2010,Tourist/visitor arrivals (thousands),TF,,97.2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2016,Tourist/visitor arrivals (thousands),TF,,95.1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2017,Tourist/visitor arrivals (thousands),TF,,109,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2018,Tourist/visitor arrivals (thousands),TF,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2005,Tourism expenditure (millions of US dollars),,,104,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2010,Tourism expenditure (millions of US dollars),,,242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2016,Tourism expenditure (millions of US dollars),,,275,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2017,Tourism expenditure (millions of US dollars),,,289,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
548,Vanuatu,2018,Tourism expenditure (millions of US dollars),,,325,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),1995,Tourist/visitor arrivals (thousands),TF,,700,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Tourist/visitor arrivals (thousands),TF,,706,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Tourist/visitor arrivals (thousands),TF,,526,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2016,Tourist/visitor arrivals (thousands),TF,,601,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2017,Tourist/visitor arrivals (thousands),TF,,427,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),1995,Tourism expenditure (millions of US dollars),,,995,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2005,Tourism expenditure (millions of US dollars),,,722,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2010,Tourism expenditure (millions of US dollars),,,885,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
862,Venezuela (Boliv. Rep. of),2016,Tourism expenditure (millions of US dollars),,,546,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,1995,Tourist/visitor arrivals (thousands),VF,,1351,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2005,Tourist/visitor arrivals (thousands),VF,,3477,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2010,Tourist/visitor arrivals (thousands),VF,,5050,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2016,Tourist/visitor arrivals (thousands),VF,,10013,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2017,Tourist/visitor arrivals (thousands),VF,,12922,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2018,Tourist/visitor arrivals (thousands),VF,,15498,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2005,Tourism expenditure (millions of US dollars),,,2300,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2010,Tourism expenditure (millions of US dollars),,,4450,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2016,Tourism expenditure (millions of US dollars),,,8500,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2017,Tourism expenditure (millions of US dollars),,,8890,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
704,Viet Nam,2018,Tourism expenditure (millions of US dollars),,,10080,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
887,Yemen,1995,Tourist/visitor arrivals (thousands),TF,,61,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
887,Yemen,2005,Tourist/visitor arrivals (thousands),TF,,336,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
887,Yemen,2010,Tourist/visitor arrivals (thousands),TF,,1025,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
887,Yemen,2010,Tourism expenditure (millions of US dollars),,,1291,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
887,Yemen,2016,Tourism expenditure (millions of US dollars),,,116,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,1995,Tourist/visitor arrivals (thousands),TF,,163,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2005,Tourist/visitor arrivals (thousands),TF,,669,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2010,Tourist/visitor arrivals (thousands),TF,,815,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2016,Tourist/visitor arrivals (thousands),TF,,956,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2017,Tourist/visitor arrivals (thousands),TF,,1083,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2018,Tourist/visitor arrivals (thousands),TF,,1072,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2005,Tourism expenditure (millions of US dollars),,,447,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2010,Tourism expenditure (millions of US dollars),,,492,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2016,Tourism expenditure (millions of US dollars),,,683,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2017,Tourism expenditure (millions of US dollars),,,653,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
894,Zambia,2018,Tourism expenditure (millions of US dollars),,,742,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
716,Zimbabwe,1995,Tourist/visitor arrivals (thousands),VF,,1416,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
716,Zimbabwe,2005,Tourist/visitor arrivals (thousands),VF,,1559,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
